ID,Fuente,Petición (Tiempo),Método,URL,Código,Razón,RTT,Respuesta (Tamaño del cuerpo),Alerta mayor,Nota,Etiquetas
183,Proxy,Mon Jun 22 10:42:41 PET 2026,POST,https://content-autofill.googleapis.com/v1/forms:vote?alt=proto,200,OK,231,0,,false,
185,Proxy,Mon Jun 22 10:42:42 PET 2026,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTQ5LjAuNzgyNy4xNTUSxQIJt-HSlmgjBJ4SDQ2RYZVOKgYYASACOAQSDQ2RYZVOKgYYASACOAASCw3hiLclKgQYByAEEg8NknLUDyoICAYYASAGOAUSDw1qxDcOKggIBxgBIAc4BxIPDQ5gNfMqCAgAGAEgBzgFEg8Np4s7eioICAEYASADOAMSDw10ruvOKggIBBgBIAA4ABINDVqd2lcqBggBGAcgAxIPDbx0CowqCAgAGAcgATgFEg8NFLLpDSoICAYYAiADOAESDw2JfwXzKggIBxgCIAc4ARIPDdq9MTgqCAgBGAIgAzgFEg8N-Jj4qSoICAIYByAAOAMSDw1t_qJTKggIBRgBIAI4BhIPDfgdaFQqCAgHGAEgBTgCEg8NVDJquioICAUYASAGOAQSDw0xdw_IKggIARgBIAY4ASFmpeHfgVyErylmpeHfgVyErzIA?alt=proto,200,OK,259,220,,false,
187,Proxy,Mon Jun 22 10:42:42 PET 2026,OPTIONS,https://facturacion-web.up.railway.app/api/v1/catalogos/series/09,200,OK,528,0,,false,
188,Proxy,Mon Jun 22 10:42:42 PET 2026,OPTIONS,https://facturacion-web.up.railway.app/api/v1/catalogos/motivos-traslado,200,OK,536,0,,false,
189,Proxy,Mon Jun 22 10:42:42 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/tipos-documento-identidad,200,OK,826,754,,false,JSON
190,Proxy,Mon Jun 22 10:42:42 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/monedas,200,OK,844,22960,,false,
191,Proxy,Mon Jun 22 10:42:42 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/series/09,200,OK,402,36,,false,JSON
192,Proxy,Mon Jun 22 10:42:42 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/motivos-traslado,200,OK,485,778,,false,
193,Proxy,Mon Jun 22 10:42:44 PET 2026,GET,https://facturacion-web-gold.vercel.app/sales-documents,200,OK,116,437,,false,Script
194,Proxy,Mon Jun 22 10:42:44 PET 2026,GET,https://facturacion-web-gold.vercel.app/assets/index-BfCxFwFw.css,304,Not Modified,94,0,,false,
195,Proxy,Mon Jun 22 10:42:44 PET 2026,GET,https://facturacion-web-gold.vercel.app/assets/index-jAPwrUIc.js,304,Not Modified,103,0,,false,
197,Proxy,Mon Jun 22 10:42:45 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/tipos-documento,200,OK,336,319,,false,JSON
198,Proxy,Mon Jun 22 10:42:45 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/tipos-afectacion-igv,200,OK,481,1359,,false,
199,Proxy,Mon Jun 22 10:42:45 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/tipos-operacion,200,OK,554,2635,,false,JSON
200,Proxy,Mon Jun 22 10:42:45 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/codigos-tipo-tributo,200,OK,974,132,,false,JSON
201,Proxy,Mon Jun 22 10:42:45 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/monedas,200,OK,1023,22960,,false,
202,Proxy,Mon Jun 22 10:42:45 PET 2026,GET,https://facturacion-web.up.railway.app/api/v1/catalogos/unidades-medida-comercial,200,OK,1227,60665,,false,JSON
203,Proxy,Mon Jun 22 10:42:51 PET 2026,OPTIONS,https://facturacion-web.up.railway.app/api/v1/tramas/generar,200,OK,257,0,,false,
205,Proxy,Mon Jun 22 10:42:52 PET 2026,POST,https://facturacion-web.up.railway.app/api/v1/tramas/generar,400,Bad Request,459,320,,false,JSON
